iso2c,country,year,FP.CPI.TOTL.ZG,FR.INR.RINR,SL.UEM.TOTL.ZS,NE.GDI.TOTL.ZS,NY.GNS.ICTR.ZS,NY.GDP.PCAP.PP.CD,NY.GNP.PCAP.PP.CD,SP.DYN.LE00.IN,SL.TLF.CACT.FE.ZS,SG.GEN.PARL.ZS,SP.ADO.TFRT,SH.DYN.MORT,SH.STA.MMRT,SI.POV.DDAY,SE.XPD.TOTL.GD.ZS,EG.ELC.ACCS.ZS,EN.ATM.CO2E.PC,EG.USE.ELEC.KH.PC,EG.FEC.RNEW.ZS,SP.POP.GROW,SP.RUR.TOTL.ZS,SP.URB.TOTL.IN.ZS
CN,China,2020,2.4194218945778,3.83968157657552,5,43.3666743293734,44.0163989788361,17189.281794248,17070,77.097,61.818000793457,24.9411764705882,7.659,7.3,NA,NA,3.5699999332428,100,NA,NA,NA,0.238040870229883,38.572,61.428
IN,India,2000,4.0094359104519,8.34261083012153,5.56099987030029,25.6773166834442,26.1190273150086,2093.2659895522,2070,62.505,30.4769992828369,9.00735294117647,66.837,91.7,370,NA,4.32479000091553,58.7214736938477,0.887641212003517,393.646247811898,46.88,1.76812551036934,72.333,27.667
IN,India,2001,3.77929312235641,8.59144929618339,5.57600021362305,29.9078889829133,26.2598790270655,2205.22504060893,2190,62.907,30.7709999084473,8.83977900552486,63.498,88.1,354,NA,NA,55.7999992370605,0.887013875926229,393.810198122643,47.11,1.72876856952673,72.082,27.918
IN,India,2002,4.29715203929562,7.90717719010452,5.53000020980835,30.2513001211057,28.1114855753156,2285.83900969551,2270,63.304,31.0650005340576,8.83977900552486,60.159,84.5,336,NA,NA,62.2999992370605,0.901339541648522,410.644783909356,45.75,1.68956166096073,71.756,28.244
IN,India,2003,3.80585899528852,7.30788115953461,5.64300012588501,30.8396999425925,30.4709665405209,2472.99367273853,2450,63.699,31.3619995117188,8.83977900552486,57.039,81.1,319,NA,3.61340999603271,64.0474853515625,0.91025546626921106,430.483163325867,45.63,1.65149126857663,71.428,28.572
IN,India,2004,3.7672517347751,4.91012830381202,5.62900018692017,35.0964917014107,33.3325712414352,2696.65922439543,2680,64.095,31.6580009460449,8.25688073394496,53.919,77.8,303,39.9,3.35254001617432,64.4000015258789,0.96109020095844,451.611546107878,44.92,1.61530829494259,71.097,28.903
IN,India,2005,4.24634362031927,4.85514517245753,5.61299991607666,37.4282640174608,34.4180229036305,2954.5460525346,2930,64.5,31.9549999237061,8.28729281767956,50.799,74.4,286,NA,3.18875002861023,67.5798110961914,0.990292909581993,468.025754019185,44.16,1.57970914338086,70.765,29.235
IN,India,2006,5.79652337561635,2.57060670201817,5.60099983215332,38.9985063718954,36.3605321108703,3240.73655496441,3220,64.918,30.7119998931885,8.25688073394496,47.679,71.1,270,NA,3.1428499221801798,67.9000015258789,1.0426634532911,509.214054753734,43.16,1.5456964390645,70.431,29.569
IN,India,2007,6.37288135593229,5.68184406332425,5.57200002670288,41.9507982275664,37.0113915056158,3529.62080972366,3510,65.35,29.4899997711182,9.05730129390018,44.559,67.9,255,NA,NA,71.1198654174805,1.12975768280879,541.73839519579,41.53,1.50922198555755,70.094,29.906
IN,India,2008,8.34926704907581,3.77175624975725,5.41400003433228,38.4224196526476,36.2540811295104,3654.42750811058,3630,65.794,28.2900009155273,9.05730129390018,41.2576,64.6,240,NA,NA,72.8993835449219,1.18632121001379,561.247581414481,39.37,1.46488991482359,69.754,30.246
